PART_NO,KPDS,CAR_CLASS,PIDT,REPAIR_TYPE,TYPE_CODE,CONSTRUCT_NAME
52799WHEE4,后轮毂轴承,B-SEDAN,30-Jul-02,维修,易损件,车体
51799X7EE3,后轮毂轴承总成,B-SEDAN,14-Jan-16,维修,易损件,车体
52799X3EN4,后轮毂轴承总成,B-MPV,5-Jun-14,维修,易损件,车体
56799XLGL4,后轮毂轴承总成,B-SUV,3-Sep-16,维修,易损件,车体
51799XZIL4,后轮毂轴承总成,B-SEDAN,10-Jan-18,维修,易损件,车体
58799XAEE4,后轮毂轴承,B-SEDAN,6-Jul-18,维修,易损件,车体
51799XD104,后轮毂轴承,B-SUV,30-Jul-10,维修,易损件,车体
55489WJNA9,后制动盘,B-MPV,28-Sep-04,维修,机能件,底盘
53489WQKA9,后制动盘,B-MPV,12-Jun-09,维修,机能件,底盘
59489X3TL9,后制动盘,A-SEDAN,18-Apr-13,维修,机能件,底盘
56489X2NL9,后制动盘,B-SEDAN,27-Aug-14,维修,机能件,底盘
55489XIXL9,后制动盘,A-SEDAN,19-Jul-18,维修,机能件,底盘
53489XK4L9,后制动盘,A0-SEDAN,15-May-08,维修,机能件,底盘
53299X7NL6,铝合金钢圈,B-SEDAN,14-Jan-16,维修,机能件,底盘
56299X4LL3,铝合金钢圈,A0-SEDAN,27-Sep-17,维修,机能件,底盘
54299X4LL2,铝合金钢圈,A0-SEDAN,27-Sep-17,维修,机能件,底盘
58299XF9T0,铝合金钢圈,B-SEDAN,17-Oct-07,维修,机能件,底盘
56299XPSL5,铝轮辋,B-MPV,21-Feb-19,维修,机能件,底盘
52299XR5T1,铝合金钢圈,A0-SEDAN,23-Oct-08,维修,机能件,底盘
59299XDFI2,铝合金钢圈,A0-SEDAN,5-Jun-20,维修,机能件,底盘
58199XLEL2,轮辋总成,B-SUV,3-Jan-20,维修,机能件,易损件
51977WEEL9,后刹车片套件,A0-SEDAN,21-Jul-20,通竞,刹车片,底盘
51977WZ5L9,后刹车片套件,A-SEDAN,14-Oct-08,通竞,刹车片,底盘
57977WZ5L8,后刹车片套件,B-SEDAN,24-Oct-00,通竞,刹车片,底盘
52977X9XL9,后刹车片套件,B-MPV,5-Jun-14,通竞,刹车片,底盘
52977X7NL8,后刹车片套件,B-SEDAN,9-May-13,通竞,刹车片,底盘
55977X3HL4,摩擦片修理包,B-MPV,5-Jun-14,通竞,刹车片,底盘
56977X2NL4,后刹车片套件,A0-SUV,19-Aug-14,通竞,刹车片,底盘
58977XE9L9,后刹车片套件,B-SEDAN,17-Oct-07,通竞,刹车片,底盘
59977XFEL9,后刹车片套件,A-SEDAN,4-Jul-18,通竞,刹车片,底盘
54977XLEL9,后刹车片套件,B-SUV,3-Sep-16,通竞,刹车片,底盘
56977XQEL9,后刹车片套件,B-SEDAN,10-Sep-19,通竞,刹车片,底盘
51977XZIL8,后刹车片套件,B-SEDAN,10-Jan-18,通竞,刹车片,底盘
56846WSEE9,后制动蹄,A0-SEDAN,15-May-08,通竞,刹车片,易损件
55845WXPE9,后鼓式制动衬片,B-MPV,28-Sep-04,维修,易损件,易损件
56982X6ZE9,半轴防尘套套件,B-MPV,22-Apr-14,维修,机能件,易损件
52982X2NL9,内接头防尘罩组件,A0-SUV,19-Aug-14,维修,机能件,易损件
56981WHLT9,半轴防尘套,B-MPV,17-Apr-03,维修,机能件,易损件
51981X6ZE9,半轴防尘套套件,B-SUV,22-Apr-14,维修,机能件,易损件
51694X2NL9,右传动轴总成,A0-SUV,6-Aug-14,维修,机能件,底盘
52694XLEL9,右驱动轴总成,B-SUV,11-Jan-17,维修,机能件,底盘
56694XLFL9,右传动轴总成,B-SUV,3-Sep-16,维修,机能件,底盘
59694XZIL9,右驱动轴总成,B-SEDAN,10-Jan-18,维修,机能件,底盘
56693X7QL8,左驱动轴总成,B-SEDAN,14-Jan-16,维修,机能件,底盘
55689X3E69,内接头组件,B-MPV,4-Jul-14,维修,机能件,底盘
59689X2N69,外接头防尘罩组件,A0-SUV,19-Aug-14,维修,机能件,底盘
53689XLE69,内接头组件,B-SEDAN,11-Jan-17,维修,机能件,底盘
52651WHEE9,挡环,B-MPV,30-Jul-02,维修,机能件,底盘
52651XE9E9,挡环,B-SUV,17-Oct-07,维修,机能件,底盘
52499XIXL9,半轴总成,B-SEDAN,11-Jan-17,维修,机能件,易损件
58399XF9T9,前轮毂,B-SUV,17-Oct-07,维修,机能件,底盘
57399XZIL9,前轮毂总成,B-SEDAN,10-Jan-18,维修,机能件,底盘
59278WJNA9,车轮平衡块１０Ｇ,B-SEDAN,30-Sep-04,维修,机能件,易损件
56278XK9A9,车轮平衡块１０Ｇ,A-SEDAN,11-Jan-04,维修,机能件,易损件
59277XK9A9,车轮平衡块２０Ｇ,A-SEDAN,17-Mar-03,维修,机能件,易损件
59276WJNA9,车轮平衡块３０Ｇ,B-SEDAN,28-Sep-04,维修,机能件,易损件
58273WJNA9,车轮平衡块５Ｇ,B-SEDAN,28-Sep-04,维修,机能件,易损件
57272XK9A9,车轮平衡块１５Ｇ,A-SEDAN,30-Jul-02,维修,机能件,易损件
51271WJNA9,车轮平衡块２５Ｇ,B-SEDAN,28-Sep-04,维修,机能件,易损件
55270WJNA9,车轮平衡块３５Ｇ,B-SEDAN,28-Sep-04,维修,机能件,易损件
58269WJNA9,车轮平衡块４５Ｇ,B-SEDAN,1-Jan-99,维修,机能件,易损件
59267W4XE9,铝车轮中心盖,A0-SEDAN,18-Mar-14,维修,机能件,易损件
56267X2NL9,铝车轮中心盖,B-SEDAN,27-Aug-14,维修,机能件,易损件
56266WIST9,钢车轮塑料饰盖,A0-SEDAN,19-Mar-03,维修,机能件,底盘
53266XDVL9,装饰盖,A0-SEDAN,5-Jun-20,维修,机能件,底盘
59977WHHL9,前刹车片套件,B-SEDAN,30-Jul-02,通竞,刹车片,底盘
53977WIEL9,前刹车片套件,B-SEDAN,21-Jul-20,通竞,刹车片,底盘
55977WJIL9,前刹车片套件,B-MPV,28-Sep-04,通竞,刹车片,底盘
52977X7RL9,前刹车片套件,B-SEDAN,22-Sep-20,通竞,刹车片,底盘
54977X5SL8,前刹车片套件,A0-SUV,6-Aug-14,通竞,刹车片,底盘
59977X4KL8,前刹车片套件,A0-SEDAN,5-Mar-14,通竞,刹车片,底盘
57977X3TL9,前刹车片套件,A-SEDAN,2-Sep-15,通竞,刹车片,底盘
57977X2AL9,前刹车片套件,B-MPV,5-Jun-14,通竞,刹车片,底盘
57977XFXL9,前刹车片套件,A-SEDAN,22-Aug-19,通竞,刹车片,底盘
52977XJ9L9,前刹车片套件,A0-SEDAN,25-Nov-20,通竞,刹车片,底盘
52977XLEL9,前刹车片套件,B-SUV,3-Sep-16,通竞,刹车片,底盘
55977XQEL9,前刹车片套件,B-SEDAN,10-Sep-19,通竞,刹车片,底盘
53977XR5L9,前刹车片套件,A-SEDAN,18-Nov-11,通竞,刹车片,底盘
51977XT3L9,前刹车片套件,B-SUV,8-Oct-14,通竞,刹车片,底盘
54824WE998,销子,A0-SEDAN,19-Mar-03,维修,机能件,底盘
58759WG799,凸缘螺栓,B-SEDAN,21-Jan-00,维修,机能件,底盘
58748WSZL9,前制动盘,A0-SUV,19-Aug-14,维修,机能件,易损件
59748X4KL9,前制动盘,A0-SEDAN,18-Apr-14,维修,机能件,易损件
53748X3TL9,前制动盘,A-SEDAN,18-Apr-13,维修,机能件,易损件
54748XIXL9,前刹车盘,A-SEDAN,19-Jul-18,维修,机能件,易损件
54748XSCI9,前制动盘,B-SEDAN,3-Sep-16,维修,机能件,易损件
56748XVSL9,前刹车盘,B-SEDAN,13-May-16,维修,机能件,易损件
55744XLEL9,制动挡泥盘,B-SUV,3-Sep-16,维修,钣金件,易损件
51737X9EE9,销子,B-SEDAN,10-Jul-13,维修,机能件,底盘
51814WI999,推杆密封环,A-SEDAN,1-Jan-99,维修,机能件,底盘
52619WL699,制动管支架索环,B-SEDAN,6-Jun-04,维修,机能件,底盘
57608XJ904,制动管卡夹,A-SEDAN,15-May-08,维修,机能件,底盘
56607WEE09,制动管卡夹,B-SEDAN,19-Mar-03,维修,机能件,底盘
56604X7JE9,制动管卡夹,B-SEDAN,10-Jul-13,维修,机能件,底盘
54597XF9A8,制动总泵真空管总成,B-SUV,31-Aug-09,维修,机能件,底盘
58597XF9A3,制动总泵真空管总成,B-SEDAN,17-Oct-07,维修,机能件,底盘
56537WI999,螺栓,B-SEDAN,1-Jan-99,维修,机能件,底盘
5152743199,油封螺栓,B-SEDAN,1-Jan-99,维修,机能件,底盘
59494WE499,踏板限位块,B-SEDAN,1-Jan-99,维修,机能件,底盘
5545446198,踏板盖,A-SEDAN,19-Mar-03,维修,易损件,底盘
52454W15E1,踏板盖,B-SUV,1-Jan-99,维修,易损件,底盘
51399XZIL1,制动踏板,B-SEDAN,23-Jul-20,维修,机能件,底盘
55894XF9E9,手刹拉杆,B-SUV,17-Oct-07,维修,机能件,底盘
57879W9B99,踏板衬垫,B-MPV,17-Oct-01,维修,易损件,底盘
56879X9EE2,踏板衬垫,B-MPV,3-Jun-14,维修,易损件,底盘
41799X7QL9,前副车架组件,B-SEDAN,10-Jul-13,维修,钣金件,底盘
45799X2E97,前副车架组件,A0-SUV,6-Mar-15,维修,钣金件,底盘
47799XZIL9,前副车架组件,B-SEDAN,4-Aug-18,维修,钣金件,底盘
49749XFXL9,前架延伸臂,A-SEDAN,18-Jul-18,维修,钣金件,车体
43739XE9E9,前车架前橡胶支承,B-SEDAN,17-Oct-07,维修,机能件,易损件
45734XLEL9,前副车架右支架,B-SUV,5-Aug-16,维修,机能件,易损件
44724X4E99,后副车架右支架,A-SEDAN,2-Jun-15,维修,机能件,易损件
44724X4I99,后副车架右支架,A0-SUV,27-Aug-14,维修,机能件,易损件
46724XE9E9,前副车架安装后支架,B-SEDAN,17-Oct-07,维修,机能件,易损件
49699XZEE9,后副车架组件,B-SEDAN,13-Jan-18,维修,钣金件,车体
49379X4L99,发动机侧支撑支架,A0-SEDAN,24-Jul-14,维修,机能件,易损件
44309X2E99,扭杆支架 (CVT),A0-SUV,14-Jan-15,维修,机能件,易损件
46189XE7L9,发动机右支撑橡胶总成,B-SEDAN,17-Oct-07,维修,机能件,易损件
48179WJIN9,侧支撑总成,B-MPV,28-Sep-04,维修,机能件,易损件
49179XLEL9,发动机支撑橡胶总成,B-SUV,11-Jan-17,维修,机能件,易损件
43177XR498, 缓冲块,A-SEDAN,14-Oct-08,维修,机能件,易损件
46169X7QL9,安装胶垫,B-SEDAN,10-Jul-13,维修,机能件,易损件
46169XE9E9,安装胶垫,B-SUV,17-Oct-07,维修,机能件,易损件
44169XE7L9,安装胶垫,B-SEDAN,17-Oct-07,维修,机能件,易损件
41149WHEE9,变速箱前下支撑橡胶,B-SEDAN,30-Jul-02,维修,机能件,易损件
41149X7QL9,变速箱前下支撑橡胶,B-SEDAN,10-Jul-13,维修,机能件,易损件
49149X4L99,变速箱安装支承总成,A0-SUV,5-Mar-14,维修,机能件,易损件
47149X0E98,变速箱安装支承总成,A0-SEDAN,5-Mar-14,维修,机能件,易损件
46149XE7L9,变速箱下橡胶垫,B-SEDAN,17-Oct-07,维修,机能件,易损件
46149XK9X9,支撑橡胶总成,A0-SEDAN,15-May-08,维修,机能件,易损件
44139WHEE9,变速箱后下支撑橡胶,B-SEDAN,30-Jul-02,维修,机能件,易损件
45129X7JE9,变速箱上支撑橡胶,B-SEDAN,10-Jul-13,维修,机能件,易损件
45129XE7L9,变速箱上安装橡胶,B-SEDAN,17-Oct-07,维修,机能件,易损件
49109X4E99,扭杆,A0-SEDAN,5-Mar-14,维修,钣金件,底盘
46789WHEE9,右前转向节组件,B-SEDAN,30-Jul-02,维修,钣金件,底盘
45789XT3E9,右前转向节组件,B-SUV,30-Jul-10,维修,钣金件,底盘
49788X2E99,右前转向节,A0-SUV,28-Jul-14,维修,钣金件,底盘
45788XRNX4,右前转向节组件,B-SEDAN,10-Sep-19,维修,钣金件,底盘
42783XFXL8,左前转向节组件,A-SEDAN,19-Jul-18,维修,钣金件,底盘
47779XE969,球接头,B-SUV,17-Oct-07,维修,机能件,底盘
45779XLEL9,前下接头组件,B-SUV,3-Sep-16,维修,机能件,底盘
47774WQ499,下稳定杆附套,B-MPV,30-Jul-02,维修,机能件,底盘
48774XE9E9,下稳定杆附套,B-SUV,17-Oct-07,维修,机能件,底盘
42693WEEN9,稳定杆安装橡胶,A0-SEDAN,19-Mar-03,维修,易损件,底盘
41693WHEE9,稳定杆安装橡胶,B-SEDAN,20-Sep-02,维修,易损件,底盘
42693WIH99,稳定杆安装橡胶,B-MPV,11-Nov-04,维修,易损件,底盘
45693X7EE9,稳定杆安装橡胶,B-SEDAN,10-Jul-13,维修,易损件,底盘
49693X3EN9,稳定杆安装橡胶,B-MPV,3-Jun-14,维修,易损件,底盘
46693XE9E9,前稳定杆被套,B-SUV,27-Feb-12,维修,易损件,底盘
45693XE9N9,稳定杆安装橡胶,B-SEDAN,17-Oct-07,维修,易损件,底盘
46693XP3E8,稳定杆安装橡胶,A-SEDAN,9-Apr-13,维修,易损件,底盘
42693XR5G9,稳定杆安装橡胶,A0-SEDAN,23-Oct-08,维修,易损件,底盘
43679WJI99,前稳定杆连杆组件,B-MPV,11-Nov-04,维修,机能件,易损件
42679X3EN9,右前稳定杆连杆组件,B-MPV,3-Jun-14,维修,机能件,易损件
49679XE9E9,右前稳定杆连杆组件,B-SUV,17-Oct-07,维修,机能件,易损件
45679XJ999,右前稳定杆连杆组件,A-SEDAN,15-May-08,维修,机能件,易损件
47679XVSL9,稳定杆,B-SEDAN,16-May-16,维修,机能件,易损件
45674X4E99,左前稳定杆连杆组件,A-SEDAN,18-Mar-14,维修,机能件,易损件
48674XE9E9,左前稳定杆连杆组件,B-SUV,17-Oct-07,维修,机能件,易损件
48649X99X9,右前下臂组件,A0-SEDAN,5-Jun-20,维修,钣金件,易损件
49649X2EN9,前右下臂,A0-SUV,22-Mar-19,维修,钣金件,易损件
48639WQKL9,左前下臂组件,B-MPV,28-Sep-04,维修,钣金件,其他
45639XE999,左前下臂,B-SEDAN,22-Aug-07,维修,钣金件,其他
46639XFXL9,左前下臂总成,A-SEDAN,18-Jul-18,维修,钣金件,其他
47608WJI99,前衬套,B-MPV,28-Sep-04,维修,易损件,易损件
49608XE9E9,衬套,B-SEDAN,22-Aug-07,维修,易损件,易损件
46606WIE99,前下臂衬套,B-MPV,28-Sep-04,维修,易损件,易损件
43597X3EN9,弹簧卡箍座,B-MPV,5-Jun-14,维修,机能件,底盘
41596X3EN9,盖子,B-MPV,5-Jun-14,维修,机能件,底盘
41596XVXE9,弹簧卡箍轴,B-SEDAN,1-Aug-18,维修,机能件,底盘
41394WHKL9,前减振器芯,B-SEDAN,14-Jan-03,维修,易损件,易损件
45394WJN97,前减振器芯,B-MPV,28-Sep-04,维修,易损件,易损件
49391WQN99,前减震器罩,A0-SEDAN,15-May-08,维修,机能件,底盘
48391XFEE9,前减震器罩,B-SEDAN,5-May-16,维修,机能件,底盘
45389XF9L4, 减震器总成,B-SEDAN,1-Nov-07,维修,易损件,底盘
45388X3E09,前右减震器芯,B-MPV,31-May-18,维修,易损件,底盘
41388X3HL9,右前减震器单元,B-MPV,5-Jun-14,维修,易损件,底盘
48388X0NL9,右前减震器单元,A0-SEDAN,27-May-15,维修,易损件,底盘
48388XF9L9, 右前减震器芯,B-SEDAN,17-Oct-07,维修,易损件,底盘
43388XF9L8, 右前减震器芯,B-SEDAN,26-Aug-09,维修,易损件,底盘
43378W15E9,减震器垫片,B-SUV,1-Jan-99,维修,易损件,底盘
46378X7N67,减震器芯,B-SEDAN,9-May-13,维修,易损件,底盘
42378X3E09,左前减震器芯,B-MPV,31-May-18,维修,易损件,底盘
43378X3ES9,左前减震器单元,B-MPV,26-Jun-15,维修,易损件,底盘
41378XF9L9, 左前减震器芯,B-SEDAN,17-Dec-07,维修,易损件,底盘
42378XPSL9,左前减震器芯,B-MPV,21-Feb-19,维修,易损件,底盘
48378XR5G9,左前减震器芯,A0-SEDAN,14-Oct-08,维修,易损件,底盘
47368WQ999,前减震器胶垫,B-MPV,28-Sep-04,维修,易损件,底盘
45368WZ299,前减震器胶垫,B-SEDAN,1-Jan-99,维修,易损件,底盘
47329X6ZE9,减震橡胶,B-SEDAN,10-Jul-13,维修,易损件,底盘
49324WNP99,前减震器安装座,B-MPV,28-Sep-04,维修,易损件,底盘
42324XE9E8,前减震器安装座,B-SEDAN,17-Oct-07,维修,机能件,底盘
42315WHEE9,防尘套,B-SUV,30-Jul-02,维修,机能件,底盘
41315X7EE9,防尘套,B-SEDAN,10-Jul-13,维修,易损件,底盘
45315XK4G9,胶垫,A-SEDAN,15-May-08,维修,易损件,底盘
45313WEEI9,防尘套,A0-SEDAN,20-Apr-04,维修,机能件,底盘
49313XE9E9,前减震器胶垫,B-SUV,17-Oct-07,维修,易损件,底盘
42313XZEE9,防尘套,B-SEDAN,13-Jan-18,维修,易损件,底盘
41311WHEE9,防尘套,B-SUV,30-Jul-02,维修,机能件,底盘
46311X2E99,上弹簧座,A0-SUV,23-Oct-14,维修,易损件,底盘
46305XLEL9,防尘套,B-SEDAN,3-Sep-16,维修,易损件,底盘
42277WW999,保险杠定位器橡胶圈,B-SUV,12-Mar-03,维修,易损件,底盘
45277X7RX9,避震缓冲胶块,B-SEDAN,10-Jul-13,维修,易损件,底盘
48277X3EN9,前减震止动橡胶,B-MPV,5-Jun-14,维修,易损件,底盘
42277XLEL9,前减震止动橡胶,B-SUV,3-Sep-16,维修,易损件,底盘
44273XVXE9,减震器座,B-SEDAN,5-May-16,维修,机能件,底盘
45273XB5E9,减震器座,B-MPV,5-Jun-14,维修,机能件,底盘
48271WV999,减震器套筒,B-SUV,17-Oct-01,维修,机能件,底盘
41189XE9E9,减震拨叉衬套,B-SEDAN,22-Aug-07,维修,易损件,底盘
41079X3EN9,安装顶盖,B-MPV,5-Jun-14,维修,机能件,底盘
46079XK4G9,减震器橡胶组件,A-SEDAN,15-May-08,维修,易损件,底盘
47074WEE99,回弹限位器组件,A0-SEDAN,19-Mar-03,维修,机能件,底盘
43074XK4G9,回弹限位器组件,A-SEDAN,15-May-08,维修,机能件,底盘
42067XFXL9,保护帽,A-SEDAN,18-Jul-18,维修,机能件,底盘
45693WJI99,稳定杆安装橡胶,B-MPV,17-Jun-09,维修,钣金件,易损件
48693WJJ99,稳定杆安装橡胶,B-MPV,11-Nov-04,维修,钣金件,易损件
45693XE9E9,稳定杆安装橡胶,B-SUV,17-Oct-07,维修,钣金件,易损件
41693XI9E9,稳定杆安装橡胶,B-SEDAN,10-Jul-13,维修,钣金件,易损件
49693XLEL9,稳定杆安装橡胶,B-SUV,5-Aug-16,维修,钣金件,易损件
45679XQFE9,连接件,B-SEDAN,13-Jan-18,维修,钣金件,底盘
45659XE9E9,摇臂,B-SEDAN,22-Aug-07,维修,钣金件,底盘
47649XRPX9,下摆臂,B-SEDAN,12-Sep-19,维修,钣金件,底盘
49637W6999,转向横拉杆端盖,B-SEDAN,17-Oct-01,维修,机能件,易损件
41635WGZE9,后下臂衬圈,B-MPV,28-Sep-04,维修,机能件,易损件
44633WJI99,衬套,B-MPV,28-Sep-04,维修,易损件,底盘
48629XZIL9,后下臂,B-SEDAN,13-Jan-18,维修,钣金件,底盘
49628WQK99,左后从动臂,B-MPV,17-Jun-09,维修,钣金件,底盘
44612XC7E9,垫片,B-SEDAN,28-Jun-16,维修,机能件,易损件
42611W2E98,偏心垫,B-MPV,30-Sep-04,维修,机能件,易损件
43523X3EN9,左后下橡胶,B-MPV,3-Jun-14,维修,钣金件,底盘
41489XRNX9,右后上臂,B-SEDAN,12-Sep-19,维修,钣金件,底盘
41389X3EX9,后减震器总成,B-MPV,30-Jul-14,维修,易损件,底盘
41389X3TG9,后减震器总成,A-SEDAN,18-Apr-13,维修,易损件,底盘
43389XR5G9,后减震器总成,A0-SEDAN,14-Oct-08,维修,易损件,底盘
45388WJN96,后减震器芯,B-MPV,28-Sep-04,维修,易损件,底盘
42388WQK99,右后减震器芯,B-MPV,12-Jun-09,维修,易损件,底盘
47388X4KL9,后减震器单元,A0-SEDAN,5-Mar-14,维修,易损件,底盘
46388X2NL8,后减震器单元,A0-SUV,23-Sep-14,维修,易损件,底盘
41388XF9L9,后减震器芯,B-SEDAN,17-Oct-07,维修,易损件,底盘
48388XFXL9,后阻尼器装置,A-SEDAN,18-Jul-18,维修,易损件,底盘
46388XLEL9,后减震器芯,B-SUV,11-Jan-17,维修,易损件,底盘
48378WQK99,左后减震器芯,B-MPV,12-Jun-09,维修,机能件,底盘
42366X4EN9,减震器块,A-SEDAN,5-Mar-14,维修,机能件,底盘
43366X2E98,减震器块,A0-SUV,6-Aug-14,维修,机能件,底盘
47329X4EN9,后减震器组件,A-SEDAN,5-Mar-14,维修,机能件,底盘
41329X2E97,后减震器组件,A0-SUV,23-Oct-14,维修,机能件,底盘
49314X2E99,后防尘罩,A0-SUV,23-Oct-14,维修,机能件,底盘
44313X4EN9,橡胶衬垫,A-SEDAN,12-Mar-14,维修,机能件,底盘
48277X4EN9,后减震器缓冲橡胶,A0-SEDAN,5-Mar-14,维修,易损件,底盘
45277X2NL9,后减震器缓冲橡胶,A0-SUV,23-Oct-14,维修,易损件,底盘
46274XK4G9,减震器装配橡胶,A-SEDAN,15-May-08,维修,机能件,底盘
48989X3TL9,方向机拉杆,A-SEDAN,9-Apr-13,维修,钣金件,底盘
47989X0E99,方向机拉杆,A0-SEDAN,18-Mar-14,维修,钣金件,底盘
49989XA9L9,方向机拉杆,B-SUV,2-Aug-10,维修,钣金件,底盘
48599X2E69,方向机组件,A0-SUV,17-Sep-14,维修,机能件,底盘
44599XFXL9,方向机组件,A-SEDAN,18-Jul-18,维修,机能件,底盘
43570X4I99,拉杆密封件,A0-SEDAN,18-Mar-14,维修,易损件,易损件
47570XLEL9,防尘密封圈,B-SUV,5-Aug-16,维修,易损件,易损件
45570XA9L9,拉杆防尘密封组件,B-SUV,2-Aug-10,维修,易损件,易损件
41565XE9E9,转向拉杆卡环,B-SUV,17-Oct-07,维修,机能件,底盘
41563WJI99,动力转向齿轮箱垫,B-MPV,28-Sep-04,维修,机能件,底盘
47507X3EN9,拉杆密封件,B-MPV,3-Jun-14,维修,易损件,易损件
43465WQKA9,拉杆防尘密封,B-MPV,17-Jun-09,维修,易损件,易损件
43463WNP99,拉杆锁紧垫圈,B-SEDAN,17-Oct-07,维修,机能件,底盘
48453W6999,拉杆端护罩,B-MPV,28-Sep-04,维修,机能件,易损件
41398WJNA9,方向机组件,B-MPV,28-Sep-04,维修,机能件,底盘
46398X7EL9,方向机组件,B-SEDAN,10-Jul-13,维修,机能件,底盘
48398X3TL9,方向机组件,A-SEDAN,9-Apr-13,维修,机能件,底盘
47379XLEL7,方向机组件,B-SUV,20-Jan-17,维修,机能件,底盘
45314WJI99,方向机衬套,B-MPV,28-Sep-04,维修,机能件,易损件
43302WF604,方向机助力泵油壶盖,B-SUV,1-Jan-99,维修,机能件,底盘
45286WHGE4,转向助力油管,B-SEDAN,22-Nov-06,维修,易损件,底盘
42286WJNA9,转向助力油管,B-MPV,11-Nov-04,维修,易损件,底盘
41271W9BE9,锁销,B-SUV,30-Jul-02,维修,机能件,底盘
45271WHFE9,回油管夹,B-SUV,30-Jul-02,维修,机能件,底盘
42268WHEE9,吸油管,B-SEDAN,10-Jan-06,维修,机能件,底盘
46268WJI99,吸管,B-MPV,11-Nov-04,维修,机能件,底盘
42268WQKA9,吸气管,B-MPV,17-Jun-09,维修,机能件,底盘
49268XE9E9,吸管,B-SUV,17-Oct-07,维修,机能件,底盘
48268XE799,吸管,B-SEDAN,17-Oct-07,维修,机能件,底盘
48266WHEE9,油箱软管,B-SEDAN,30-Jul-02,维修,机能件,底盘
45266WQKA9,转向助力储液罐管,B-MPV,17-Jun-09,维修,机能件,底盘
48266XE9E9,转向助力储液罐管,B-SUV,17-Oct-07,维修,机能件,底盘
48265WJNA9,转向回油管,B-MPV,11-Nov-04,维修,机能件,底盘
49265XE9E9,转向回油管,B-SUV,17-Oct-07,维修,机能件,底盘
47998XF9E1,选连杆组件,B-SUV,17-Oct-07,维修,机能件,底盘
48868WQKJ1,变速杆球头手柄,B-MPV,17-Jun-09,维修,机能件,底盘
49866WHEE1,弹簧,B-SEDAN,30-Jul-02,维修,机能件,底盘
41858WZ501,转向球头垫片,B-SEDAN,1-Jan-99,维修,机能件,底盘
46789X2EL4,变速杆衬套,A0-SUV,27-Aug-14,维修,机能件,底盘
46285X4E04,框盖,A0-SEDAN,18-Mar-14,维修,机能件,底盘
41283X7EE4,换档杆锁盖,B-SEDAN,10-Jul-13,维修,机能件,底盘
48283XF9E1,换档杆锁盖,B-SUV,17-Oct-07,维修,机能件,底盘
46258X3EN9,框盖,B-MPV,3-Jun-14,维修,机能件,底盘
47096WCE01,螺栓,A-SEDAN,23-Oct-08,维修,机能件,底盘
49509TQEE9,汽车助力油减压阀,B-SUV,20-Dec-07,维修,机能件,底盘
46509TSE99,动力转向油压阀,B-MPV,20-Sep-02,维修,机能件,底盘
41007V39Y9,助力泵皮带,B-SEDAN,17-Oct-07,维修,易损件,易损件
47898XQEE9,ABS安装橡胶圈,B-SEDAN,16-May-16,维修,钣金件,底盘
47889X7NL9,ＶＳＡ总泵,B-SEDAN,26-Aug-13,维修,机能件,底盘
46889XF9A4,ＶＳＡ总泵,B-SEDAN,17-Oct-07,维修,机能件,底盘
46889XFXL8,ＶＳＡ总泵,A-SEDAN,19-Jul-18,维修,机能件,底盘
49549XZEE9,前传感器总成,B-SEDAN,13-Jan-18,维修,机能件,底盘
37899X4LL9,发动机盖,A0-SEDAN,18-Mar-14,维修,钣金件,其他
38899XFXL9,发动机盖,A-SEDAN,9-Jun-18,维修,钣金件,其他
38879X4E99,发动机罩右铰链总成,A0-SEDAN,18-Mar-14,维修,钣金件,车体
39879XQEE9,右发动机罩铰,B-SEDAN,9-Sep-19,维修,钣金件,车体
34829XQEE9,左发动机罩铰,B-SEDAN,9-Sep-19,维修,钣金件,车体
38788X4LL8,右前翼子板,A0-SEDAN,18-Mar-14,维修,钣金件,车体
36738WJIU9,左前翼子板,B-MPV,11-Nov-04,维修,钣金件,车体
34737XFXL9,左前翼子板支架,A-SEDAN,9-Jun-18,维修,钣金件,车体
35599XFXL7,散热器框架总成,A-SEDAN,9-Jun-18,维修,钣金件,车体
33548X4QX9,水箱隔板,A0-SEDAN,27-Sep-17,维修,钣金件,车体
39389XF9L9,右前轮罩上部总成,B-SEDAN,22-Aug-07,维修,钣金件,车体
34369X7GA9,蓄电池底座总成,B-SEDAN,2-Jul-13,维修,机能件,车体
34369X3TL9,蓄电池底座总成,A-SEDAN,1-Feb-13,维修,机能件,车体
33369X3TL8,蓄电池底座总成,A-SEDAN,20-Aug-15,维修,机能件,车体
35369X2NL9,蓄电池底座总成,A0-SUV,27-Aug-14,维修,机能件,车体
33289X0EC9,左前轮罩上部总成,A0-SEDAN,24-Apr-15,维修,钣金件,车体
37289XG9T9,左前轮罩上部总成,B-SEDAN,22-Aug-07,维修,钣金件,车体
34281XLEL9,左前车轮外板,B-SUV,5-Aug-16,维修,钣金件,车体
31161XFXL9,右侧车架支架,A-SEDAN,9-Jun-18,维修,钣金件,车体
36156XFXL9,前保险杠右支架,A-SEDAN,9-Jun-18,维修,钣金件,车体
33155X4E69,右隔板,A0-SEDAN,18-Mar-14,维修,机能件,车体
35155X0NL9,右隔板,A0-SEDAN,24-Apr-15,维修,机能件,车体
32154X4LL9,右隔板角撑,A0-SEDAN,18-Mar-14,维修,钣金件,车体
33061XFXL9,左侧车架支架,A-SEDAN,9-Jun-18,维修,钣金件,车体
